timestamp,tx,ty,tz,speed_m_s,inliers,imu_fused
1520530314899810381,0.028071,0.009757,-0.019189,0.7071,411,1
1520530314949812381,0.022051,0.011314,-0.015217,0.5816,439,1
1520530314999919381,0.007048,0.002768,-0.011021,0.2668,436,1
1520530315049815381,0.025499,0.007995,-0.021073,0.6821,431,1
1520530315099816381,0.020285,0.009181,-0.015301,0.5403,460,1
1520530315149818381,0.015018,0.007215,-0.010680,0.3958,427,1
1520530315199819381,0.009073,0.002799,-0.009380,0.2669,446,1
1520530315249821381,0.004500,-0.000832,-0.006055,0.1518,462,1
1520530315299635083,0.000850,-0.006356,-0.003352,0.1453,433,1
1520530315349637083,-0.009949,-0.006428,0.005566,0.2617,365,1
1520530315399639083,-0.015038,-0.010258,0.008786,0.4042,369,1
1520530315449640083,-0.017721,-0.008508,0.013381,0.4756,359,1
1520530315499642083,-0.028302,-0.020124,0.016928,0.7726,360,1
1520530315549643083,-0.032880,-0.016689,0.020458,0.8433,356,1
1520530315599645083,-0.026273,-0.017823,0.021855,0.7708,352,1
1520530315649646083,-0.027190,-0.009106,0.026641,0.7828,344,1
1520530315699637065,-0.028540,-0.028167,0.027994,0.9783,320,1
1520530315749639065,-0.037369,-0.022977,0.038392,1.1659,295,1
1520530315799640065,-0.030760,-0.021327,0.029008,0.9471,316,1
1520530315849642065,-0.015064,-0.010941,0.013728,0.4626,334,1
1520530315899643065,0.006877,-0.001175,-0.001284,0.1419,295,1
1520530315949645065,-0.008098,-0.015348,0.016318,0.4764,315,1
1520530315999647065,0.011710,0.026728,-0.000751,0.5838,310,1
1520530316049648065,-0.008841,-0.015503,0.002142,0.3595,333,1
1520530316100220942,-0.001040,-0.007418,0.007561,0.2105,207,1
1520530316150222942,0.040401,0.038726,-0.036354,1.3346,534,1
1520530316200223942,0.014545,0.000464,-0.006667,0.3201,547,1
1520530316250225942,0.045533,0.020608,-0.031118,1.1775,532,1
1520530316300226942,-0.006807,-0.031362,-0.004220,0.6474,563,1
1520530316350228942,0.006189,0.021010,-0.001516,0.4391,554,1
1520530316400229942,0.048129,0.008858,-0.024250,1.0923,569,1
1520530316450230942,0.013775,-0.005434,-0.008090,0.3375,524,1
1520530316500232942,0.019628,0.060567,-0.007236,1.2815,589,1
1520530316550276188,0.027813,-0.015454,-0.009375,0.6628,548,1
1520530316600278188,0.155940,-0.019160,-0.042259,3.2538,580,1
1520530316700281188,0.091429,-0.023060,-0.022100,1.9369,605,1
1520530316750283188,0.009686,0.009033,-0.013348,0.3761,634,1
1520530316800284188,0.029058,-0.025892,-0.017204,0.8510,600,1
1520530316850286188,-0.028070,0.011764,-0.008844,0.6339,603,1
1520530316900287188,0.040976,-0.041608,-0.017070,1.2168,619,1
1520530316949772977,-0.039938,0.046238,-0.005674,1.2400,302,1
1520530316999774977,-0.011192,-0.022818,-0.011092,0.5546,444,1
1520530317049775977,-0.045188,0.002762,-0.004865,0.9106,485,1
1520530317099777977,-0.039777,-0.005910,-0.003589,0.8074,515,1
1520530317149778977,0.002612,-0.029129,-0.005046,0.5935,500,1
1520530317199780977,-0.010543,-0.029522,-0.002224,0.6285,538,1
1520530317249781977,-0.021373,-0.021521,-0.002948,0.6095,518,1
1520530317299783977,-0.023110,-0.021213,-0.001611,0.6282,523,1
1520530317349743433,-0.026442,-0.018040,0.000262,0.6407,516,1
1520530317399745433,-0.022431,-0.013915,0.000542,0.5280,447,1
1520530317449747433,0.132018,-0.019596,-0.014267,2.6844,431,1
1520530317499748433,-0.022912,-0.021562,0.006407,0.6421,365,1
1520530317549751433,-0.054454,-0.004846,0.014509,1.1312,351,1
1520530317599752433,-0.062001,-0.039177,0.015516,1.4993,333,1
1520530317649754433,-0.051964,0.003437,0.008697,1.0559,340,1
1520530317699755433,-0.025990,-0.011567,0.011174,0.6113,377,1
1520530317750236574,-0.012381,-0.040558,0.011335,0.8695,270,1
1520530317800238574,-0.054485,-0.031727,0.013527,1.2896,505,1
1520530317850239574,-0.022377,-0.021239,0.014502,0.6818,468,1
1520530317900241574,-0.016344,-0.020661,0.011565,0.5754,482,1
1520530317950243574,0.078647,-0.022338,-0.014390,1.6602,455,1
1520530318050246574,-0.055708,-0.007210,-0.001030,1.1236,424,1
1520530318100247574,-0.008005,-0.073516,-0.006587,1.4848,437,1
1520530318150816100,-0.025560,-0.015567,-0.007052,0.6080,398,1
1520530318200769100,-0.030289,-0.018453,-0.004964,0.7169,546,1
1520530318250771100,0.048592,0.066169,-0.022586,1.7028,562,1
1520530318300772100,0.054811,0.021896,-0.017608,1.2318,559,1
1520530318350774100,0.009948,0.027384,-0.008540,0.6072,491,1
1520530318400775100,0.024271,0.042924,-0.011028,1.0106,509,1
1520530318450777100,-0.023397,0.010100,-0.003353,0.5141,469,1
1520530318500778100,-0.018813,0.024824,-0.000579,0.6230,502,1
1520530318550780100,-0.014706,0.010224,-0.000633,0.3584,478,1
1520530318600567153,-0.015289,0.020418,0.002913,0.5157,474,1
1520530318650568153,-0.018450,0.047047,0.008448,1.0247,433,1
1520530318700570153,-0.005749,0.066190,0.009591,1.3425,474,1
1520530318750571153,-0.021721,-0.018354,0.008689,0.5947,491,1
1520530318800573153,-0.005566,0.078689,0.012208,1.5964,483,1
1520530318850574153,-0.015249,-0.069951,0.003348,1.4334,473,1
1520530318900576153,0.032066,0.015865,0.013168,0.7624,462,1
1520530318950577153,-0.040198,-0.028754,0.021259,1.0760,477,1
1520530318999955433,0.076175,-0.007856,0.027430,1.6474,56,1
1520530319049957433,-0.045375,-0.077922,0.031900,1.9129,404,1
1520530319099959433,-0.068061,-0.058436,0.021155,1.8432,463,1
1520530319149961433,-0.014984,-0.013268,0.016607,0.5201,498,1
1520530319199962433,0.012510,-0.001647,0.021750,0.5029,541,1
1520530319249963433,0.023781,0.004756,0.018596,0.6112,516,1
1520530319299965433,-0.010789,0.000215,0.014448,0.3606,489,1
1520530319349967433,0.032697,-0.015194,0.011927,0.7595,459,1
1520530319399832083,-0.096662,0.006996,0.022765,1.9965,443,1
1520530319449833083,0.003330,-0.055298,0.013407,1.1399,411,1
1520530319499835083,-0.050224,0.001213,0.018821,1.0729,356,1
1520530319549837083,-0.040840,-0.030046,-0.001906,1.0147,358,1
1520530319599838083,0.002447,-0.019444,-0.000798,0.3923,391,1
1520530319649840083,-0.017682,-0.020905,0.009662,0.5807,395,1
1520530319699841083,-0.003911,0.004692,-0.001201,0.1245,413,1
1520530319749942083,0.007178,0.021738,-0.008269,0.4858,390,1
1520530319800340995,-0.008205,-0.006923,0.007372,0.2584,275,1
1520530319850342995,0.009669,0.008797,-0.017300,0.4336,568,1
1520530319900343995,0.008491,0.025863,-0.016681,0.6385,568,1
1520530319950345995,0.011883,0.000326,-0.019732,0.4607,516,1
1520530320000346995,0.020749,0.020227,-0.028812,0.8172,477,1
1520530320050348995,0.010102,0.007048,-0.025385,0.5643,492,1
1520530320100349995,0.028481,0.034232,-0.027291,1.0445,497,1
1520530320150351995,0.013981,0.027082,-0.023450,0.7691,463,1
1520530320200401223,-0.001338,0.025586,-0.017758,0.6229,483,1
1520530320250402223,0.001529,0.007256,-0.014245,0.3212,476,1
1520530320300404223,0.010520,0.014770,-0.014415,0.4633,498,1
1520530320350405223,0.019871,0.025572,-0.014774,0.7119,512,1
1520530320400407223,0.016945,0.018168,-0.010450,0.5390,466,1
1520530320450408223,0.008947,-0.014094,-0.006304,0.3569,521,1
1520530320500410223,-0.009023,0.000126,0.002936,0.1898,492,1
1520530320550412223,-0.006115,-0.005111,0.004104,0.1793,498,1
1520530320649871223,0.013280,-0.008729,-0.005404,0.3357,311,1
1520530320699873223,0.013156,0.000520,-0.005685,0.2868,303,1
1520530320749874223,0.005781,0.005411,-0.001345,0.1606,311,1
1520530320799876223,-0.008116,0.000157,0.000159,0.1624,320,1
1520530320849877223,-0.000033,-0.004591,0.000018,0.0918,337,1
1520530320899879223,-0.012866,-0.008420,0.008299,0.3495,327,1
1520530320949880223,-0.006218,0.010838,0.018132,0.4404,368,1
1520530320999882223,-0.015366,-0.003546,0.025216,0.5948,342,1
1520530321049740065,-0.009992,-0.005772,0.015054,0.3804,349,1
1520530321099742065,-0.021718,0.001550,0.016107,0.5416,308,1
1520530321149743065,-0.001540,0.016251,0.021076,0.5331,300,1
1520530321199745065,-0.015316,-0.016114,0.041607,0.9434,267,1
1520530321249747065,-0.010765,-0.000670,0.041307,0.8538,290,1
1520530321299749065,-0.014391,0.000525,0.050710,1.0543,275,1
1520530321349750065,-0.017146,-0.010860,0.043603,0.9619,256,1
1520530321399751065,-0.013840,-0.005198,0.053058,1.1016,248,1
1520530321449856363,-0.018515,-0.043038,0.049603,1.3618,261,1
1520530321499857363,-0.024858,-0.021185,0.076462,1.6629,300,1
1520530321549859363,-0.005674,0.016848,0.068466,1.4147,307,1
1520530321599860363,-0.027962,-0.037934,0.059575,1.5192,316,1
1520530321649862363,-0.009418,-0.064271,0.043843,1.5673,303,1
1520530321699863363,-0.023648,-0.039669,0.064415,1.5852,269,1
1520530321749865363,-0.007651,-0.013587,0.045338,0.9588,267,1
1520530321799867363,-0.005141,-0.021358,0.033834,0.8068,270,1
1520530321850152012,-0.001385,-0.015166,0.023428,0.5557,242,1
1520530321900154012,-0.008545,-0.015437,0.032574,0.7409,383,1
1520530321950155012,0.003137,0.009602,0.010990,0.2985,405,1
1520530322000157012,0.001319,-0.015889,0.019924,0.5103,363,1
1520530322050158012,0.006151,0.005700,0.003037,0.1784,358,1
1520530322100160012,0.004475,-0.003309,0.006363,0.1691,349,1
1520530322150162012,0.004797,-0.013252,0.008460,0.3287,326,1
1520530322200163012,-0.003130,-0.013594,0.010060,0.3440,361,1
1520530322250206626,-0.004594,-0.015388,0.006986,0.3500,347,1
1520530322300207626,0.025008,0.019962,-0.017053,0.7252,369,1
1520530322350209626,0.013741,-0.005061,-0.004066,0.3039,360,1
1520530322400211626,0.008586,0.001692,-0.000265,0.1751,348,1
1520530322450213626,-0.000548,-0.016265,0.005758,0.3452,344,1
1520530322500214626,0.005731,-0.018257,-0.002775,0.3867,356,1
1520530322550215626,0.014353,-0.010626,-0.006094,0.3774,359,1
1520530322600217626,0.003315,-0.013217,-0.007281,0.3090,361,1
1520530322650023469,-0.012938,-0.004952,0.012271,0.3716,334,1
1520530322700025469,-0.002801,0.002491,-0.002099,0.0859,279,1
1520530322750027469,-0.010134,-0.012842,0.007868,0.3630,278,1
1520530322800028469,0.002415,-0.004404,-0.009151,0.2088,286,1
1520530322850030469,-0.014910,-0.002915,-0.000901,0.3044,282,1
1520530322900065469,0.000588,-0.003433,-0.005585,0.1316,261,1
1520530322950033469,0.002318,-0.009906,-0.005891,0.2353,267,1
1520530323000034469,-0.004423,-0.006233,-0.000590,0.1533,295,1
1520530323050036469,0.000757,-0.010624,-0.002718,0.2198,315,1
1520530323100074240,-0.008693,0.004717,-0.002860,0.2058,329,1
1520530323150076240,0.012824,-0.012143,-0.008102,0.3886,353,1
1520530323200077240,0.000423,-0.009768,-0.007616,0.2479,351,1
1520530323250079240,0.018437,-0.043104,-0.010670,0.9616,378,1
1520530323300080240,-0.010227,0.051284,-0.019118,1.1136,430,1
1520530323350082240,0.040787,0.021581,-0.037636,1.1909,361,1
1520530323400084240,0.029365,0.023419,-0.019017,0.8420,412,1
1520530323450085240,0.057420,0.027216,-0.023286,1.3535,446,1
1520530323500344995,0.033422,0.023923,-0.020307,0.9122,394,1
1520530323550345995,0.045342,0.021483,-0.043594,1.3293,443,1
1520530323600347995,0.050158,-0.005627,-0.040548,1.2948,485,1
1520530323650348995,0.060713,0.008204,-0.037006,1.4314,509,1
1520530323700350995,0.037518,0.014067,-0.027530,0.9723,461,1
1520530323750352995,0.075831,-0.012338,-0.018697,1.5813,471,1
1520530323800353995,0.056405,-0.016719,-0.020286,1.2446,518,1
1520530323850355995,0.059687,0.013291,-0.024762,1.3194,540,1
1520530323900153012,0.028352,0.001474,-0.031267,0.8481,502,1
1520530323950154012,0.020625,-0.041703,-0.013959,0.9715,481,1
1520530324000156012,0.031483,0.002777,-0.028639,0.8530,497,1
1520530324050157012,0.030529,-0.024693,-0.028708,0.9728,464,1
1520530324100159012,-0.023864,0.008864,-0.030688,0.7974,513,1
1520530324150160012,0.111713,-0.080861,-0.048882,2.9262,510,1
1520530324200162012,-0.051061,0.024704,-0.022143,1.2178,476,1
1520530324299907819,-0.067546,0.023017,-0.023038,1.5074,465,1
1520530324349909819,0.022789,-0.042330,-0.022853,1.0645,425,1
1520530324399910819,-0.181519,0.074667,-0.028947,3.9679,429,1
1520530324449912819,-0.011522,-0.017328,-0.019618,0.5719,497,1
1520530324499993819,-0.015981,-0.029491,-0.020188,0.7817,423,1
1520530324549914819,-0.018546,-0.006908,-0.023203,0.6109,406,1
1520530324599916819,-0.006792,-0.043007,-0.027229,1.0270,389,1
1520530324649918819,-0.019485,-0.031556,-0.028640,0.9371,387,1
1520530324700017714,0.027517,0.008309,-0.018731,0.6848,303,1
1520530324750019714,-0.009454,0.011760,-0.015074,0.4266,342,1
1520530324800020714,0.007827,-0.024952,-0.001907,0.5244,319,1
1520530324850022714,0.016087,-0.016442,0.004448,0.4686,312,1
1520530324900023714,0.021407,-0.001057,-0.001567,0.4298,289,1
1520530324950025714,0.053460,0.019394,-0.004884,1.1415,262,1
1520530325000027714,-0.019424,0.004694,-0.010433,0.4508,208,1
1520530325050028714,0.082659,-0.045573,-0.001062,1.8879,236,1
1520530325150816697,0.122599,-0.001419,-0.007714,2.4569,469,1
1520530325200818697,-0.014517,-0.017810,0.009379,0.4963,460,1
1520530325250819697,-0.025149,-0.016214,0.011807,0.6433,455,1
1520530325300821697,-0.030871,-0.006662,0.016209,0.7099,441,1
1520530325350823697,-0.030199,-0.001576,0.016426,0.6882,456,1
1520530325400824697,0.023731,-0.007764,0.009760,0.5362,399,1
1520530325450826697,0.008063,0.016780,0.011077,0.4332,348,1
1520530325500827697,-0.009004,0.022616,0.012618,0.5484,372,1
1520530325550912784,-0.003122,0.015786,0.014396,0.4311,384,1
1520530325600914784,-0.010857,0.026934,0.016620,0.6692,393,1
1520530325650916784,-0.011393,0.036418,0.019250,0.8547,408,1
1520530325700917784,-0.010381,0.023349,0.017463,0.6190,407,1
1520530325750918784,-0.013621,0.012390,0.018689,0.5247,472,1
1520530325800920784,-0.016936,0.012657,0.016736,0.5393,440,1
1520530325850921784,-0.015660,-0.011194,0.016244,0.5037,518,1
1520530325900923784,-0.036513,0.022127,0.017760,0.9248,552,1
1520530325950541065,-0.063433,-0.007297,0.027694,1.4027,448,1
1520530326000543065,-0.015081,-0.045895,0.021232,1.0553,507,1
1520530326050549065,-0.045535,0.007130,0.017974,0.9893,501,1
1520530326100546065,-0.045141,-0.008360,0.018395,0.9892,549,1
1520530326150548065,-0.049690,0.020543,0.017520,1.1310,507,1
1520530326200549065,-0.054737,0.020466,0.018462,1.2257,494,1
1520530326250551065,-0.026257,-0.155613,0.027506,3.2037,471,1
1520530326300552065,-0.122065,0.087750,0.016445,3.0245,383,1
1520530326350204521,-0.034563,0.041556,0.015793,1.1341,266,1
1520530326400205521,-0.026988,0.004095,0.013069,0.6053,368,1
1520530326450207521,-0.035846,-0.012238,0.011895,0.7940,347,1
1520530326500208521,-0.027793,-0.019876,0.011562,0.7214,404,1
1520530326550210521,-0.032359,0.002929,0.012113,0.6935,381,1
1520530326600212521,-0.038856,0.024312,0.012305,0.9491,431,1
1520530326650213521,-0.025343,0.001113,0.011473,0.5568,379,1
1520530326700215521,-0.025223,-0.008945,0.013715,0.6014,380,1
1520530326750426416,-0.033968,0.027119,0.009248,0.8850,389,1
1520530326800428416,-0.017920,0.022278,0.009273,0.6011,410,1
1520530326850429416,-0.000532,0.006529,0.000745,0.1318,382,1
1520530326900431416,0.025545,0.020730,-0.005382,0.6667,411,1
1520530326950432416,0.026070,0.032633,-0.009117,0.8550,429,1
1520530327000434416,0.017279,0.056535,-0.009236,1.1966,437,1
1520530327050437416,0.028226,0.022091,-0.010794,0.7486,437,1
1520530327100437416,0.038064,0.004415,-0.011472,0.8000,457,1
1520530327150430574,0.048389,-0.000046,-0.024223,1.0824,511,1
1520530327200432574,0.062573,0.011004,-0.032012,1.4228,516,1
1520530327250434574,0.048384,0.008090,-0.030298,1.1531,539,1
1520530327300435574,0.013018,0.017695,-0.016995,0.5555,520,1
1520530327350436574,-0.020462,0.008180,0.001039,0.4412,496,1
1520530327400438574,0.004370,-0.017444,-0.014794,0.4657,462,1
1520530327450440574,-0.005385,0.010266,-0.015637,0.3893,462,1
1520530327500441574,-0.025936,-0.000228,-0.003070,0.5224,402,1
1520530327550090100,-0.020773,-0.058961,-0.006271,1.2654,262,1
1520530327600091100,0.008269,0.144248,-0.061956,3.1441,235,1
1520530327650103100,0.000183,0.033255,-0.008652,0.6871,232,1
1520530327700094100,-0.046424,0.045649,-0.041273,1.5420,217,1
1520530327750096100,-0.012439,0.014258,-0.016029,0.4959,214,1
1520530327800097100,-0.009308,0.016000,-0.004291,0.3800,219,1
1520530327850099100,-0.000578,0.051186,-0.012972,1.0561,232,1
1520530327900100100,0.005275,0.015581,-0.024110,0.5837,196,1
1520530327950102100,-0.004773,0.015430,-0.015818,0.4521,236,1
1520530328000279732,0.009754,0.070240,-0.033908,1.5665,220,1
1520530328050281732,0.006637,0.028524,-0.030861,0.8509,254,1
1520530328100282732,-0.002948,-0.005364,-0.030812,0.6283,262,1
1520530328150284732,-0.042201,0.054975,-0.031341,1.5212,294,1
1520530328200286732,-0.009315,0.010190,-0.033694,0.7282,347,1
1520530328250287732,-0.017437,0.023657,-0.033683,0.8940,337,1
1520530328300289732,-0.017134,0.009444,-0.029398,0.7062,306,1
1520530328350290732,-0.017459,-0.002517,-0.021381,0.5543,284,1
1520530328400336591,-0.019404,0.014851,-0.018909,0.6174,295,1
1520530328450337591,-0.008770,0.001766,-0.017064,0.3853,289,1
1520530328500339591,-0.008667,0.001303,-0.015115,0.3494,312,1
1520530328550341591,-0.006143,-0.010009,-0.027139,0.5914,315,1
1520530328600343591,-0.005397,0.002642,-0.012956,0.2856,392,1
1520530328650345591,0.000517,-0.011504,-0.024220,0.5363,427,1
1520530328700346591,-0.032169,0.047336,-0.003426,1.1467,477,1
1520530328750347591,-0.001795,-0.030921,-0.019650,0.7336,558,1
1520530328800086153,0.025773,0.008729,-0.016647,0.6413,319,1
1520530328850087153,-0.007515,-0.004363,-0.015886,0.3621,510,1
1520530328900089153,0.031438,0.007518,-0.017478,0.7349,534,1
1520530328950091153,0.022376,0.015457,-0.016099,0.6320,512,1
1520530329000092153,0.022194,0.009710,-0.013247,0.5522,468,1
1520530329050093153,0.007361,0.014993,-0.012681,0.4194,463,1
1520530329100095153,0.004269,0.015191,-0.010073,0.3744,512,1
1520530329150097153,-0.020048,-0.004232,-0.005055,0.4221,466,1
1520530329200044188,-0.005990,0.000567,-0.008533,0.2090,450,1
1520530329250095188,-0.003976,0.000548,-0.009329,0.2029,342,1
